activity_id,date,run_type,distance_miles,duration_minutes,pace_min_per_mile,avg_heart_rate,elevation_gain_ft,location,weather,perceived_effort
5732,2045-11-30,fartlek,5.82,45.0,7.73,156,120,the waterfront,windy,2
5733,2045-12-01,interval,6.75,43.6,6.46,173,23,Riverside Park,hot,6
5734,2045-12-02,easy,10.42,100.1,9.61,144,4,the neighborhood,hot,8
5735,2045-12-05,easy,6.34,62.4,9.84,159,24,downtown,humid,2
5736,2045-12-07,fartlek,4.27,39.9,9.34,160,67,the hills,crisp,4
5737,2045-12-09,race,13.1,90.1,6.88,166,78,the treadmill,sunny,5
5738,2045-12-10,interval,5.44,33.8,6.21,157,83,Riverside Park,overcast,5
5739,2045-12-11,race,26.2,190.5,7.27,167,34,Central Park,muggy,2
5740,2045-12-12,interval,6.04,36.6,6.06,178,64,the neighborhood,hot,1
5741,2045-12-13,trail,6.23,70.6,11.33,131,0,the greenway,rainy,2
5742,2045-12-14,trail,10.17,120.5,11.85,140,26,the canal trail,foggy,10
5743,2045-12-15,easy,5.9,54.6,9.26,139,120,the hills,muggy,8
5744,2045-12-17,fartlek,6.06,47.6,7.86,158,135,the greenway,sunny,3
5745,2045-12-18,race,13.1,87.6,6.69,159,87,downtown,perfect weather,9
5746,2045-12-19,race,26.2,163.8,6.25,186,183,the waterfront,crisp,5
5747,2045-12-20,interval,4.64,31.8,6.86,165,76,the canal trail,perfect weather,7
5748,2045-12-21,easy,9.79,92.4,9.44,148,137,Riverside Park,perfect weather,4
5749,2045-12-22,recovery,4.76,53.4,11.21,124,68,the waterfront,windy,8
5750,2045-12-24,interval,5.04,32.2,6.38,170,8,the canal trail,overcast,6
5751,2045-12-26,fartlek,5.79,47.0,8.11,155,46,downtown,rainy,3
5752,2045-12-28,tempo,9.64,84.8,8.8,153,3,the neighborhood,rainy,4
5753,2045-12-29,trail,9.97,112.0,11.23,147,20,the greenway,breezy,4
5754,2046-01-01,easy,7.57,71.8,9.49,145,121,the track,crisp,2
5755,2046-01-02,recovery,4.81,54.8,11.39,142,43,the forest preserve,muggy,5
5756,2046-01-05,tempo,10.71,77.9,7.27,171,24,the canal trail,windy,4
5757,2046-01-06,race,3.1,23.2,7.5,158,19,the lake path,breezy,6
5758,2046-01-07,recovery,4.04,42.9,10.63,121,176,the neighborhood,breezy,5
5759,2046-01-09,interval,6.17,43.1,6.98,176,5,the hills,perfect weather,7
5760,2046-01-10,fartlek,6.62,56.7,8.56,147,19,the trails,cold,5
5761,2046-01-12,fartlek,7.08,67.4,9.52,151,129,the forest preserve,cold,7
5762,2046-01-13,long run,21.82,227.8,10.44,152,27,downtown,breezy,10
5763,2046-01-14,race,3.1,23.2,7.48,171,69,the neighborhood,rainy,5
5764,2046-01-17,long run,17.09,167.5,9.8,155,4,the lake path,overcast,8
5765,2046-01-18,recovery,2.56,28.7,11.2,136,2,Central Park,humid,3
5766,2046-01-19,long run,13.17,129.9,9.86,153,65,the lake path,crisp,9
5767,2046-01-20,race,3.1,24.6,7.92,160,52,the trails,cold,5
5768,2046-01-23,fartlek,5.56,49.5,8.9,158,31,the lake path,breezy,1
5769,2046-01-26,race,6.2,45.0,7.26,167,36,the forest preserve,rainy,8
5770,2046-01-27,easy,7.35,75.5,10.27,130,241,the forest preserve,humid,10
5771,2046-01-30,tempo,9.16,68.9,7.52,169,4,the greenway,perfect weather,5
5772,2046-02-02,interval,5.44,38.3,7.04,180,19,the trails,sunny,3
5773,2046-02-04,recovery,3.96,43.3,10.93,136,2,the forest preserve,sunny,10
5774,2046-02-07,trail,7.1,86.1,12.13,145,73,the forest preserve,humid,2
5775,2046-02-09,interval,7.71,48.6,6.3,161,66,the lake path,perfect weather,8
5776,2046-02-11,long run,17.45,173.1,9.92,141,41,the hills,breezy,7
5777,2046-02-13,trail,7.54,86.6,11.49,144,113,the lake path,overcast,1
5778,2046-02-14,recovery,2.77,29.2,10.54,124,28,the forest preserve,perfect weather,4
5779,2046-02-15,tempo,6.7,47.9,7.15,181,37,the beach path,sunny,3
5780,2046-02-16,tempo,5.86,44.8,7.64,161,136,the neighborhood,breezy,4
5781,2046-02-17,easy,8.44,76.6,9.07,153,23,Riverside Park,windy,8
5782,2046-02-19,interval,4.71,32.3,6.85,178,43,the lake path,rainy,6
5783,2046-02-21,easy,10.7,109.7,10.25,136,7,Riverside Park,rainy,8
5784,2046-02-23,long run,19.43,209.1,10.76,147,12,downtown,humid,5
5785,2046-02-24,trail,6.55,79.1,12.08,148,44,Riverside Park,cold,5
5786,2046-02-25,tempo,4.01,29.2,7.29,168,21,the trails,windy,6
5787,2046-02-26,fartlek,11.48,91.7,7.99,160,58,the treadmill,perfect weather,6
5788,2046-02-28,race,6.2,36.1,5.83,156,94,the canal trail,perfect weather,1
5789,2046-03-01,trail,11.04,121.1,10.97,146,44,the trails,rainy,3
5790,2046-03-03,interval,6.59,43.0,6.53,165,25,Riverside Park,crisp,10
5791,2046-03-04,trail,9.2,108.6,11.8,156,43,the hills,muggy,6
5792,2046-03-05,tempo,9.96,66.0,6.63,167,3,the neighborhood,humid,8
5793,2046-03-08,fartlek,8.86,66.9,7.55,148,96,the lake path,cold,2
5794,2046-03-09,easy,11.67,107.7,9.23,135,71,Central Park,windy,9
5795,2046-03-10,easy,8.2,83.1,10.13,136,22,the track,breezy,6
5796,2046-03-11,long run,20.32,198.5,9.77,134,5,the forest preserve,breezy,4
5797,2046-03-12,race,13.1,93.7,7.15,166,10,the greenway,perfect weather,8
5798,2046-03-13,tempo,8.85,60.9,6.88,166,38,the greenway,foggy,4
5799,2046-03-15,easy,9.46,90.7,9.59,132,91,the treadmill,rainy,4
5800,2046-03-16,long run,16.23,162.3,10.0,163,80,the treadmill,hot,5
5801,2046-03-18,long run,17.04,179.4,10.53,155,13,downtown,muggy,8
5802,2046-03-19,interval,7.68,47.3,6.16,165,113,the track,hot,2
5803,2046-03-20,race,26.2,162.2,6.19,170,9,the greenway,foggy,8
5804,2046-03-22,recovery,3.34,37.0,11.09,128,31,the trails,overcast,3
5805,2046-03-25,easy,10.24,100.8,9.84,151,6,the treadmill,sunny,10
5806,2046-03-26,race,6.2,39.8,6.42,158,32,the waterfront,rainy,7
5807,2046-03-28,long run,15.33,139.3,9.09,145,36,the greenway,windy,1
5808,2046-03-31,recovery,3.96,44.9,11.33,141,18,the greenway,sunny,1
5809,2046-04-01,fartlek,4.52,37.7,8.35,150,73,the trails,overcast,5
5810,2046-04-02,long run,18.04,179.7,9.96,145,82,downtown,overcast,2
5811,2046-04-03,interval,5.63,34.9,6.2,169,194,the lake path,rainy,9
5812,2046-04-05,tempo,8.26,64.9,7.86,169,171,the neighborhood,overcast,1
5813,2046-04-07,long run,20.05,188.9,9.42,143,26,the greenway,rainy,2
5814,2046-04-08,trail,6.08,74.5,12.26,160,103,the neighborhood,foggy,6
5815,2046-04-10,race,6.2,47.7,7.7,171,111,downtown,rainy,1
5816,2046-04-12,easy,7.83,71.0,9.07,131,1,the track,perfect weather,10
5817,2046-04-15,interval,4.43,28.3,6.38,156,10,the trails,breezy,2
5818,2046-04-16,race,6.2,48.7,7.86,165,143,the forest preserve,breezy,4
5819,2046-04-17,trail,7.07,76.2,10.78,169,17,Central Park,sunny,3
5820,2046-04-18,easy,7.72,74.8,9.69,136,124,the track,foggy,7
5821,2046-04-19,recovery,3.53,37.2,10.54,134,46,the forest preserve,sunny,6
5822,2046-04-20,tempo,11.86,96.5,8.14,143,134,the treadmill,breezy,2
5823,2046-04-21,race,6.2,42.2,6.8,154,82,Central Park,perfect weather,7
5824,2046-04-23,easy,11.52,114.7,9.96,140,14,Riverside Park,hot,2
5825,2046-04-24,recovery,3.36,36.9,10.97,139,122,the forest preserve,crisp,10
5826,2046-04-25,easy,11.96,118.4,9.9,142,58,Riverside Park,perfect weather,7
5827,2046-04-26,interval,7.26,44.7,6.16,169,28,the canal trail,breezy,9
5828,2046-04-27,tempo,7.74,57.7,7.45,151,54,the track,humid,5
5829,2046-04-28,easy,9.49,87.8,9.25,140,53,downtown,windy,10
5830,2046-04-29,tempo,5.84,45.5,7.79,166,3,the neighborhood,humid,1
5831,2046-04-30,trail,5.25,56.1,10.68,145,27,the track,muggy,1
5832,2046-05-01,easy,9.24,84.1,9.1,125,25,the canal trail,overcast,2
5833,2046-05-02,race,13.1,90.8,6.93,163,154,the trails,windy,10
5834,2046-05-03,interval,6.01,40.7,6.77,171,25,the trails,muggy,3
5835,2046-05-04,tempo,8.29,64.7,7.8,154,74,the greenway,perfect weather,2
5836,2046-05-05,tempo,4.35,34.4,7.91,169,129,the trails,breezy,10
5837,2046-05-06,recovery,3.61,35.5,9.83,135,75,the canal trail,perfect weather,5
5838,2046-05-07,tempo,6.68,49.2,7.37,153,34,the trails,cold,3
5839,2046-05-09,trail,11.16,126.1,11.3,139,18,the treadmill,cold,10
5840,2046-05-11,trail,10.3,109.6,10.64,141,4,the beach path,sunny,3
5841,2046-05-12,trail,11.94,133.8,11.21,143,67,the lake path,windy,5
5842,2046-05-13,easy,5.34,49.6,9.29,134,10,the forest preserve,crisp,6
5843,2046-05-14,trail,9.05,104.0,11.49,159,32,the beach path,rainy,8
5844,2046-05-17,interval,5.23,29.7,5.68,174,84,the treadmill,muggy,10
5845,2046-05-19,recovery,4.56,51.0,11.18,121,10,the track,crisp,8
5846,2046-05-20,recovery,3.68,42.7,11.59,117,8,the lake path,overcast,6
5847,2046-05-23,tempo,5.41,42.5,7.86,162,125,the lake path,perfect weather,6
5848,2046-05-24,long run,12.29,116.1,9.45,156,135,the treadmill,rainy,7
5849,2046-05-25,recovery,3.33,33.9,10.17,139,140,the beach path,windy,9
5850,2046-05-26,trail,11.29,126.1,11.17,145,39,the lake path,cold,2
5851,2046-05-27,fartlek,11.18,88.7,7.93,150,19,the beach path,hot,4
5852,2046-05-28,trail,4.28,51.1,11.93,150,141,the canal trail,crisp,6
5853,2046-05-29,race,26.2,206.5,7.88,160,37,the beach path,cold,7
5854,2046-05-31,recovery,2.07,21.7,10.47,136,236,the neighborhood,windy,6
5855,2046-06-01,trail,10.58,119.7,11.31,138,18,the track,muggy,10
5856,2046-06-03,recovery,3.1,34.1,11.0,138,86,the forest preserve,windy,3
5857,2046-06-04,interval,6.93,40.7,5.87,161,29,the forest preserve,perfect weather,8
5858,2046-06-06,tempo,10.44,81.2,7.78,157,55,the treadmill,overcast,6
5859,2046-06-08,long run,16.11,176.4,10.95,147,43,the track,muggy,8
5860,2046-06-11,trail,9.5,113.7,11.97,149,170,the trails,breezy,9
5861,2046-06-12,recovery,4.55,47.2,10.38,122,40,the treadmill,windy,5
5862,2046-06-14,recovery,4.27,45.3,10.62,133,63,the greenway,breezy,7
5863,2046-06-15,easy,9.58,90.8,9.48,125,0,the lake path,overcast,7
5864,2046-06-18,tempo,5.76,45.0,7.82,179,111,the treadmill,crisp,8
5865,2046-06-20,interval,5.88,35.0,5.96,164,90,the hills,crisp,9
5866,2046-06-23,long run,19.1,184.7,9.67,143,47,the lake path,overcast,6
5867,2046-06-24,long run,20.13,191.0,9.49,154,61,Riverside Park,perfect weather,9
5868,2046-06-27,interval,6.4,46.7,7.29,172,1,the forest preserve,rainy,2
5869,2046-06-28,interval,6.17,39.8,6.45,158,116,Central Park,rainy,4
5870,2046-06-30,tempo,8.28,57.3,6.92,145,40,the lake path,sunny,8
5871,2046-07-03,tempo,5.44,39.1,7.19,158,129,the beach path,sunny,2
5872,2046-07-04,trail,5.85,68.9,11.77,148,53,the canal trail,rainy,9
5873,2046-07-07,easy,10.16,92.4,9.09,144,34,the greenway,humid,7
5874,2046-07-10,race,6.2,50.7,8.17,173,75,Riverside Park,humid,2
5875,2046-07-11,trail,4.55,54.3,11.94,157,48,the beach path,windy,10
5876,2046-07-12,fartlek,6.5,51.2,7.87,163,10,the lake path,humid,6
5877,2046-07-15,race,6.2,44.1,7.11,167,26,the forest preserve,crisp,3
5878,2046-07-17,race,13.1,102.7,7.84,169,1,the beach path,perfect weather,4
5879,2046-07-18,long run,20.43,201.8,9.88,151,3,the waterfront,humid,10
5880,2046-07-20,race,3.1,21.0,6.78,161,33,the trails,perfect weather,10
5881,2046-07-21,long run,19.88,189.9,9.55,147,120,the neighborhood,overcast,3
5882,2046-07-24,trail,9.08,97.7,10.76,147,13,the forest preserve,perfect weather,5
5883,2046-07-26,fartlek,11.93,104.3,8.74,145,177,Riverside Park,crisp,7
5884,2046-07-28,easy,11.99,119.7,9.98,158,63,the lake path,muggy,9
5885,2046-07-29,interval,4.94,34.2,6.92,170,8,downtown,windy,10
5886,2046-07-30,easy,6.99,63.7,9.12,142,44,Riverside Park,perfect weather,2
5887,2046-07-31,recovery,2.66,29.6,11.11,130,37,the beach path,crisp,1
5888,2046-08-01,trail,9.82,114.3,11.64,140,52,the beach path,breezy,4
5889,2046-08-03,race,3.1,22.7,7.33,157,61,the beach path,overcast,4
5890,2046-08-04,interval,5.74,36.3,6.33,162,324,the treadmill,cold,4
5891,2046-08-06,trail,11.11,130.3,11.73,153,106,the canal trail,rainy,4
5892,2046-08-09,race,3.1,24.2,7.82,165,70,the treadmill,sunny,10
5893,2046-08-11,race,3.1,20.9,6.75,159,30,the forest preserve,sunny,2
5894,2046-08-13,fartlek,8.12,65.7,8.09,144,154,the hills,windy,1
5895,2046-08-14,race,3.1,22.8,7.35,172,172,Riverside Park,perfect weather,1
5896,2046-08-15,long run,10.69,97.3,9.1,137,213,the beach path,sunny,1
5897,2046-08-16,tempo,7.02,52.9,7.54,160,237,Central Park,humid,9
5898,2046-08-18,trail,6.26,75.9,12.13,145,28,the canal trail,perfect weather,2
5899,2046-08-20,easy,10.29,101.6,9.87,140,127,the forest preserve,overcast,10
5900,2046-08-22,easy,5.54,47.0,8.49,130,265,the trails,cold,3
5901,2046-08-23,interval,7.95,47.6,5.99,165,5,the treadmill,foggy,6
5902,2046-08-24,race,6.2,42.1,6.79,175,43,Central Park,windy,6
5903,2046-08-25,long run,18.39,187.9,10.22,143,112,the lake path,sunny,8
5904,2046-08-27,long run,14.42,143.9,9.98,133,42,the waterfront,crisp,2
5905,2046-08-28,trail,10.73,122.6,11.43,142,12,Central Park,overcast,6
5906,2046-08-30,long run,12.75,139.6,10.95,149,57,the canal trail,breezy,2
5907,2046-09-01,long run,11.89,119.0,10.01,152,79,the trails,humid,2
5908,2046-09-03,race,3.1,21.1,6.81,168,7,the track,cold,8
5909,2046-09-06,easy,6.97,65.1,9.34,126,177,the track,foggy,9
5910,2046-09-09,long run,16.32,170.9,10.47,147,7,the treadmill,overcast,2
5911,2046-09-10,fartlek,5.55,50.8,9.15,153,7,the canal trail,muggy,5
5912,2046-09-11,tempo,6.45,45.0,6.98,149,11,the waterfront,breezy,2
5913,2046-09-13,interval,5.54,38.3,6.91,163,80,the lake path,rainy,9
5914,2046-09-14,fartlek,5.99,57.9,9.67,168,58,the lake path,cold,7
5915,2046-09-15,long run,16.87,168.2,9.97,141,16,the trails,foggy,2
5916,2046-09-16,fartlek,4.56,36.9,8.09,149,34,the treadmill,crisp,2
5917,2046-09-19,trail,9.19,115.2,12.54,143,239,Riverside Park,crisp,5
5918,2046-09-20,interval,7.81,52.2,6.68,175,20,the neighborhood,humid,2
5919,2046-09-21,race,3.1,23.1,7.44,170,78,Riverside Park,breezy,4
5920,2046-09-22,recovery,3.14,35.1,11.19,129,107,the trails,hot,1
5921,2046-09-24,trail,4.17,47.6,11.42,153,2,the neighborhood,humid,7
5922,2046-09-25,trail,4.85,56.6,11.66,152,4,the greenway,cold,6
5923,2046-09-26,tempo,4.96,38.5,7.77,166,28,downtown,humid,8
5924,2046-09-29,race,3.1,21.9,7.07,180,250,Central Park,humid,6
5925,2046-09-30,fartlek,8.08,76.8,9.51,153,229,the forest preserve,overcast,8
5926,2046-10-02,race,13.1,82.7,6.31,163,31,the lake path,perfect weather,10
5927,2046-10-03,interval,5.42,35.2,6.5,181,62,Central Park,sunny,6
5928,2046-10-04,recovery,4.14,47.1,11.37,117,140,the lake path,rainy,6
5929,2046-10-07,trail,9.92,113.4,11.43,153,6,the trails,hot,6
5930,2046-10-09,race,6.2,38.9,6.28,165,27,the canal trail,humid,8
5931,2046-10-12,long run,16.69,156.1,9.35,155,42,the waterfront,humid,7
5932,2046-10-14,tempo,6.72,54.6,8.12,165,39,the beach path,muggy,6
5933,2046-10-16,recovery,2.36,25.3,10.73,135,55,Central Park,cold,7
5934,2046-10-17,fartlek,9.71,88.1,9.07,168,4,Central Park,muggy,1
5935,2046-10-18,race,13.1,81.9,6.25,164,113,Riverside Park,windy,1
5936,2046-10-20,trail,4.76,53.8,11.31,153,23,the canal trail,humid,5
5937,2046-10-21,fartlek,8.31,69.4,8.35,149,290,the beach path,overcast,1
5938,2046-10-22,trail,5.33,57.7,10.82,144,15,the lake path,foggy,10
5939,2046-10-23,race,3.1,22.6,7.3,162,5,the waterfront,humid,9
5940,2046-10-24,easy,8.35,79.3,9.5,141,35,the waterfront,perfect weather,3
5941,2046-10-25,long run,13.95,137.5,9.86,160,24,Riverside Park,hot,3
5942,2046-10-26,interval,5.75,36.8,6.4,175,34,the track,foggy,3
5943,2046-10-27,tempo,7.25,56.5,7.8,154,121,the greenway,humid,5
5944,2046-10-28,race,26.2,171.6,6.55,172,66,downtown,humid,9
5945,2046-10-29,recovery,3.8,43.2,11.37,140,107,the hills,crisp,10
5946,2046-10-30,easy,6.18,58.7,9.5,139,67,Central Park,cold,2
5947,2046-10-31,race,26.2,191.8,7.32,164,52,the hills,overcast,4
5948,2046-11-01,long run,20.74,219.6,10.59,149,105,the forest preserve,overcast,4
5949,2046-11-02,easy,8.95,85.3,9.53,139,75,the canal trail,hot,4
5950,2046-11-03,fartlek,5.92,49.9,8.43,156,57,the track,humid,9
5951,2046-11-05,tempo,9.07,66.5,7.33,174,48,the canal trail,sunny,7
5952,2046-11-06,long run,12.17,128.9,10.59,148,95,the neighborhood,breezy,6
5953,2046-11-08,easy,6.59,61.7,9.37,151,1,the hills,rainy,9
5954,2046-11-09,easy,6.86,63.0,9.19,148,32,the track,foggy,1
5955,2046-11-10,easy,10.17,106.3,10.45,139,39,the treadmill,overcast,10
5956,2046-11-11,recovery,2.89,33.6,11.62,137,8,the trails,cold,2
5957,2046-11-13,recovery,3.94,44.0,11.16,135,4,the canal trail,humid,9
5958,2046-11-14,race,13.1,93.4,7.13,178,150,the waterfront,foggy,7
5959,2046-11-16,race,6.2,42.0,6.77,173,75,the greenway,sunny,3
5960,2046-11-17,interval,7.27,46.5,6.39,164,95,Central Park,perfect weather,4
5961,2046-11-18,fartlek,11.75,100.5,8.55,152,85,the greenway,muggy,1
5962,2046-11-21,interval,7.91,48.9,6.18,162,20,the waterfront,foggy,10
5963,2046-11-22,tempo,10.15,65.7,6.47,172,161,Riverside Park,windy,10
5964,2046-11-25,fartlek,8.39,76.6,9.13,144,26,the treadmill,windy,7
5965,2046-11-27,easy,5.23,50.5,9.65,126,133,downtown,hot,9
5966,2046-11-28,recovery,3.43,36.4,10.6,127,40,the waterfront,hot,10
5967,2046-11-30,race,3.1,20.6,6.65,172,219,the greenway,cold,3
5968,2046-12-02,easy,7.37,67.9,9.21,120,26,the canal trail,perfect weather,10
5969,2046-12-04,easy,8.63,80.7,9.35,145,21,the forest preserve,cold,6
5970,2046-12-05,trail,6.37,75.2,11.81,153,91,Central Park,perfect weather,2
5971,2046-12-08,easy,8.8,86.0,9.77,154,68,the lake path,hot,7
5972,2046-12-10,interval,5.88,38.9,6.62,167,46,the trails,rainy,5
5973,2046-12-11,fartlek,4.28,35.3,8.24,152,25,Central Park,overcast,7
5974,2046-12-12,tempo,8.81,62.6,7.1,164,333,the waterfront,perfect weather,2
5975,2046-12-13,trail,11.98,142.4,11.89,144,71,the neighborhood,foggy,2
5976,2046-12-14,easy,10.76,108.1,10.05,130,15,the track,hot,4
5977,2046-12-17,easy,6.27,53.5,8.54,135,157,the greenway,cold,4
5978,2046-12-19,trail,8.83,93.5,10.59,140,19,the hills,crisp,3
5979,2046-12-22,trail,7.27,84.0,11.56,135,27,the treadmill,cold,5
5980,2046-12-24,fartlek,10.53,89.7,8.52,149,152,the canal trail,humid,6
5981,2046-12-25,race,6.2,45.1,7.27,156,154,the trails,breezy,3
5982,2046-12-26,tempo,11.22,88.0,7.84,160,18,the trails,cold,9
5983,2046-12-27,easy,5.57,50.8,9.12,135,190,the treadmill,overcast,8
5984,2046-12-30,tempo,7.12,58.3,8.19,178,79,the treadmill,overcast,6
5985,2046-12-31,interval,5.72,33.1,5.79,162,55,the canal trail,perfect weather,10
5986,2047-01-01,recovery,2.99,32.0,10.71,141,140,the greenway,hot,6
5987,2047-01-03,race,3.1,21.0,6.78,172,30,the lake path,humid,8
5988,2047-01-05,trail,5.5,61.7,11.21,132,15,Central Park,humid,5
5989,2047-01-06,recovery,4.52,53.2,11.76,126,309,the waterfront,sunny,4
5990,2047-01-07,interval,5.31,35.2,6.63,184,18,the neighborhood,humid,10
5991,2047-01-08,race,13.1,88.2,6.73,154,15,the track,windy,2
5992,2047-01-09,tempo,9.37,77.7,8.29,157,19,the greenway,perfect weather,4
5993,2047-01-10,race,3.1,22.0,7.09,151,81,the canal trail,humid,10
5994,2047-01-12,trail,7.55,80.7,10.69,168,55,the track,breezy,10
5995,2047-01-14,long run,20.66,221.7,10.73,126,80,the waterfront,humid,2
5996,2047-01-16,race,6.2,45.5,7.34,180,82,the hills,humid,3
5997,2047-01-17,race,3.1,21.1,6.8,168,625,the lake path,rainy,9
5998,2047-01-18,long run,11.26,112.0,9.95,141,8,downtown,muggy,4
5999,2047-01-20,tempo,10.41,76.3,7.33,172,25,the lake path,perfect weather,10
6000,2047-01-21,fartlek,8.93,72.1,8.07,148,134,the canal trail,sunny,7
6001,2047-01-22,tempo,11.79,75.7,6.42,155,9,the canal trail,hot,1
6002,2047-01-23,long run,11.18,97.4,8.71,141,24,the canal trail,windy,10
6003,2047-01-24,easy,8.17,82.5,10.1,143,73,the treadmill,foggy,6
6004,2047-01-25,tempo,4.73,36.8,7.78,164,32,the track,sunny,7
6005,2047-01-26,easy,11.57,108.5,9.38,138,45,Riverside Park,crisp,4
6006,2047-01-29,interval,6.5,43.2,6.65,167,7,the trails,hot,10
6007,2047-01-30,fartlek,8.84,71.1,8.04,151,51,the hills,rainy,2
6008,2047-02-01,easy,5.78,51.2,8.86,133,13,Central Park,sunny,1
6009,2047-02-02,recovery,3.93,45.2,11.5,127,36,the lake path,overcast,7
6010,2047-02-03,tempo,5.82,44.4,7.63,165,82,the canal trail,hot,7
6011,2047-02-06,race,26.2,183.4,7.0,174,105,Riverside Park,foggy,6
6012,2047-02-07,race,3.1,21.3,6.87,164,72,the forest preserve,rainy,10
6013,2047-02-09,tempo,9.61,67.1,6.98,143,59,the trails,sunny,5
6014,2047-02-10,interval,6.39,39.3,6.15,170,161,the track,breezy,4
6015,2047-02-11,trail,5.02,55.3,11.01,160,135,the neighborhood,muggy,8
6016,2047-02-13,long run,18.74,186.1,9.93,149,42,the treadmill,hot,7
6017,2047-02-14,fartlek,4.67,42.6,9.13,155,60,the forest preserve,cold,4
6018,2047-02-16,easy,9.16,84.1,9.18,130,2,the beach path,breezy,2
6019,2047-02-18,race,13.1,81.2,6.2,173,88,the trails,muggy,10
6020,2047-02-21,long run,17.75,181.4,10.22,139,283,Riverside Park,muggy,8
6021,2047-02-23,trail,4.22,48.0,11.37,151,85,the lake path,breezy,7
6022,2047-02-24,easy,4.98,46.4,9.32,140,70,downtown,humid,8
6023,2047-02-27,trail,4.35,49.3,11.33,139,50,Riverside Park,humid,1
6024,2047-03-01,tempo,7.99,63.0,7.89,167,8,the greenway,overcast,6
6025,2047-03-03,easy,5.84,57.3,9.82,138,30,the lake path,muggy,2
6026,2047-03-06,easy,11.3,112.2,9.93,147,39,the track,humid,4
6027,2047-03-07,long run,21.13,180.0,8.52,155,117,the lake path,rainy,9
6028,2047-03-10,fartlek,10.33,87.0,8.42,156,45,Central Park,perfect weather,8
6029,2047-03-13,trail,10.94,120.0,10.97,159,106,the trails,hot,4
6030,2047-03-14,tempo,9.0,66.1,7.34,151,164,the trails,muggy,8
6031,2047-03-15,recovery,4.35,50.8,11.68,128,42,the hills,humid,2
6032,2047-03-16,trail,4.25,53.0,12.46,148,177,the canal trail,muggy,9
6033,2047-03-19,race,13.1,86.7,6.62,174,317,the lake path,windy,8
6034,2047-03-20,long run,15.48,163.5,10.56,138,106,the treadmill,humid,10
6035,2047-03-21,interval,4.4,27.5,6.26,166,160,Central Park,sunny,1
6036,2047-03-24,interval,7.28,51.1,7.02,163,185,the waterfront,hot,4
6037,2047-03-26,tempo,9.83,76.9,7.82,155,0,the canal trail,windy,2
6038,2047-03-27,tempo,7.36,55.1,7.48,149,200,the treadmill,perfect weather,6
6039,2047-03-29,trail,7.68,90.5,11.78,146,266,the lake path,crisp,4
6040,2047-03-30,fartlek,4.84,42.9,8.87,159,70,the beach path,foggy,5
6041,2047-03-31,fartlek,8.99,74.4,8.28,148,103,the neighborhood,foggy,4
6042,2047-04-03,fartlek,8.52,72.6,8.52,150,6,the lake path,hot,10
6043,2047-04-04,recovery,2.16,25.7,11.92,130,114,the trails,foggy,3
6044,2047-04-05,long run,12.62,133.8,10.6,147,143,Riverside Park,cold,1
6045,2047-04-07,recovery,2.6,28.3,10.9,123,167,the track,breezy,7
6046,2047-04-09,race,6.2,44.5,7.18,160,87,the lake path,rainy,4
6047,2047-04-10,long run,15.99,161.5,10.1,127,73,the beach path,humid,8
6048,2047-04-11,race,13.1,89.6,6.84,163,143,downtown,windy,4
6049,2047-04-13,recovery,4.19,44.9,10.72,136,89,the neighborhood,perfect weather,6
6050,2047-04-15,fartlek,11.11,86.5,7.79,153,90,the lake path,cold,9
6051,2047-04-17,race,26.2,190.2,7.26,161,108,the track,humid,5
6052,2047-04-19,race,13.1,90.0,6.87,170,359,the canal trail,overcast,1
6053,2047-04-20,trail,9.26,108.0,11.66,139,43,the neighborhood,humid,6
6054,2047-04-21,trail,9.16,109.8,11.99,147,54,the hills,humid,10
6055,2047-04-23,recovery,2.13,23.5,11.02,129,121,the lake path,foggy,6
6056,2047-04-24,tempo,8.54,60.6,7.1,160,26,the canal trail,muggy,1
6057,2047-04-26,tempo,9.64,78.4,8.13,172,391,the beach path,rainy,7
6058,2047-04-29,fartlek,10.44,85.1,8.15,136,69,the track,crisp,4
6059,2047-05-02,recovery,2.38,24.3,10.2,127,86,the forest preserve,sunny,10
6060,2047-05-04,interval,5.27,29.7,5.64,166,47,the treadmill,muggy,5
6061,2047-05-05,long run,21.25,224.0,10.54,157,58,the track,crisp,2
6062,2047-05-06,trail,10.04,108.0,10.76,146,12,the canal trail,muggy,6
6063,2047-05-07,tempo,9.27,57.0,6.15,159,199,the track,windy,5
6064,2047-05-09,fartlek,8.15,72.5,8.89,150,48,the greenway,breezy,1
6065,2047-05-10,recovery,4.91,55.9,11.38,142,70,the waterfront,breezy,10
6066,2047-05-12,tempo,10.47,90.7,8.66,147,75,downtown,overcast,9
6067,2047-05-13,easy,8.95,86.0,9.61,140,38,the waterfront,sunny,4
6068,2047-05-14,tempo,4.11,33.0,8.03,172,50,Riverside Park,cold,8
6069,2047-05-16,tempo,10.24,76.8,7.5,175,47,the beach path,windy,4
6070,2047-05-18,tempo,8.33,61.9,7.43,155,34,the forest preserve,sunny,10
6071,2047-05-21,race,13.1,96.7,7.38,158,37,Riverside Park,breezy,7
6072,2047-05-23,trail,10.09,122.4,12.13,152,37,the beach path,breezy,8
6073,2047-05-24,trail,10.97,117.5,10.71,165,168,the trails,perfect weather,4
6074,2047-05-27,tempo,5.34,38.2,7.16,159,36,the canal trail,foggy,7
6075,2047-05-28,easy,6.65,69.6,10.46,146,88,Riverside Park,overcast,3
