run_id,run_type,mile,pace_min_per_mile,heart_rate
1156,easy,12,9.16,159
1156,easy,13,9.22,151
1156,easy,14,8.82,148
1156,easy,15,9.01,152
1157,fartlek,1,9.67,149
1157,fartlek,2,9.1,139
1157,fartlek,3,9.32,151
1157,fartlek,4,9.21,143
1157,fartlek,5,9.51,146
1157,fartlek,6,9.04,145
1158,race,1,8.18,147
1158,race,2,7.9,141
1158,race,3,7.82,157
1158,race,4,8.24,161
1158,race,5,7.3,148
1159,race,1,6.83,145
1159,race,2,6.7,152
1159,race,3,6.66,150
1159,race,4,6.87,146
1159,race,5,6.94,145
1159,race,6,6.85,154
1159,race,7,6.88,151
1159,race,8,6.69,149
1159,race,9,6.63,144
1159,race,10,6.63,160
1159,race,11,6.97,147
1159,race,12,6.84,155
1159,race,13,6.86,163
1159,race,14,6.89,153
1159,race,15,6.81,155
1160,interval,1,5.54,139
1160,interval,2,9.01,137
1160,interval,3,5.54,144
1160,interval,4,9.01,147
1160,interval,5,5.54,148
1161,long run,1,10.52,145
1161,long run,2,10.68,144
1161,long run,3,11.01,150
1161,long run,4,10.65,147
1161,long run,5,11.11,145
1161,long run,6,10.66,145
1161,long run,7,10.57,153
1161,long run,8,10.7,148
1161,long run,9,10.76,149
1161,long run,10,10.63,154
1161,long run,11,10.79,158
1161,long run,12,10.68,156
1161,long run,13,10.96,158
1161,long run,14,10.81,158
1162,fartlek,1,8.58,145
1162,fartlek,2,8.87,145
1162,fartlek,3,8.46,153
1162,fartlek,4,8.28,152
1162,fartlek,5,7.99,152
1162,fartlek,6,8.89,153
1162,fartlek,7,8.9,150
1162,fartlek,8,8.3,156
1162,fartlek,9,8.76,145
1162,fartlek,10,8.71,152
1162,fartlek,11,8.63,156
1162,fartlek,12,8.6,156
1162,fartlek,13,8.35,156
1162,fartlek,14,8.53,160
1162,fartlek,15,8.57,163
1163,interval,1,5.0,146
1163,interval,2,7.76,142
1163,interval,3,5.0,151
1163,interval,4,7.76,151
1163,interval,5,5.0,143
1163,interval,6,7.76,148
1163,interval,7,5.0,142
1163,interval,8,7.76,155
1164,long run,1,9.5,144
1164,long run,2,9.66,148
1164,long run,3,9.85,148
1164,long run,4,9.79,146
1164,long run,5,9.63,147
1164,long run,6,9.71,148
1164,long run,7,9.67,153
1164,long run,8,9.54,147
1164,long run,9,9.36,139
1164,long run,10,9.73,150
1164,long run,11,9.85,161
1164,long run,12,9.73,157
1164,long run,13,10.14,146
1164,long run,14,9.61,158
1165,trail,1,11.53,154
1165,trail,2,11.38,149
1165,trail,3,11.44,143
1165,trail,4,11.49,144
1166,fartlek,1,8.39,153
1166,fartlek,2,8.48,155
1166,fartlek,3,8.45,145
1166,fartlek,4,8.5,141
1166,fartlek,5,8.08,144
1166,fartlek,6,8.64,149
1166,fartlek,7,8.37,142
1166,fartlek,8,8.66,153
1166,fartlek,9,8.92,150
1166,fartlek,10,8.19,153
1166,fartlek,11,8.5,154
1166,fartlek,12,8.4,160
1166,fartlek,13,8.56,157
1166,fartlek,14,8.06,156
1166,fartlek,15,8.41,157
1166,fartlek,16,8.32,147
1167,interval,1,5.27,148
1167,interval,2,8.57,145
1167,interval,3,5.27,154
1167,interval,4,8.57,139
1167,interval,5,5.27,144
1167,interval,6,8.57,145
1167,interval,7,5.27,149
1168,trail,1,10.93,141
1168,trail,2,11.11,143
1168,trail,3,11.38,142
1168,trail,4,11.33,141
1169,interval,1,5.37,138
1169,interval,2,8.72,149
1169,interval,3,5.37,155
1169,interval,4,8.72,149
1170,trail,1,11.93,139
1170,trail,2,11.71,141
1170,trail,3,11.88,149
1170,trail,4,11.87,140
1170,trail,5,11.68,157
1170,trail,6,11.31,157
1171,race,1,7.43,147
1171,race,2,7.11,142
1171,race,3,7.7,139
1171,race,4,7.38,155
1171,race,5,7.69,145
1171,race,6,7.65,147
1171,race,7,7.44,155
1171,race,8,7.29,147
1171,race,9,7.57,147
1171,race,10,7.22,162
1171,race,11,7.59,149
1172,tempo,1,8.14,144
1172,tempo,2,8.14,141
1172,tempo,3,8.01,142
1172,tempo,4,8.07,135
1172,tempo,5,8.47,156
1172,tempo,6,8.28,135
1172,tempo,7,7.84,148
1172,tempo,8,7.91,141
1172,tempo,9,8.19,148
1172,tempo,10,8.24,155
1172,tempo,11,8.26,141
1173,easy,1,9.85,149
1173,easy,2,9.6,145
1173,easy,3,10.23,144
1173,easy,4,9.23,146
1173,easy,5,9.34,150
1173,easy,6,9.62,149
1173,easy,7,9.62,142
1173,easy,8,9.7,143
1173,easy,9,9.87,150
1173,easy,10,9.43,155
1173,easy,11,9.41,147
1173,easy,12,9.54,155
1173,easy,13,9.89,145
1174,easy,1,9.38,149
1174,easy,2,9.12,140
1174,easy,3,9.43,143
1174,easy,4,9.29,140
1174,easy,5,9.48,144
1174,easy,6,9.62,155
1174,easy,7,9.63,147
1174,easy,8,9.14,147
1174,easy,9,9.66,152
1174,easy,10,9.62,149
1174,easy,11,9.46,153
1174,easy,12,9.29,150
1174,easy,13,9.46,155
1174,easy,14,9.86,153
1174,easy,15,9.66,150
1175,fartlek,1,9.39,142
1175,fartlek,2,9.13,138
1175,fartlek,3,8.73,141
1175,fartlek,4,8.98,149
1175,fartlek,5,9.08,147
1175,fartlek,6,8.69,143
1176,easy,1,9.4,144
1176,easy,2,9.65,144
1176,easy,3,9.06,148
1176,easy,4,9.32,147
1176,easy,5,9.77,149
1176,easy,6,9.24,147
1176,easy,7,9.25,156
1176,easy,8,9.37,150
1176,easy,9,9.72,148
1176,easy,10,9.55,157
1176,easy,11,9.26,155
1177,race,1,5.76,148
1177,race,2,6.66,147
1177,race,3,6.46,145
1177,race,4,6.56,140
1177,race,5,6.79,153
1177,race,6,6.36,157
1177,race,7,6.33,151
1177,race,8,6.27,146
1177,race,9,6.99,159
1177,race,10,6.79,153
1177,race,11,6.68,161
1177,race,12,6.16,152
1177,race,13,6.27,164
1178,fartlek,1,8.15,143
1178,fartlek,2,8.45,147
1178,fartlek,3,8.27,142
1178,fartlek,4,8.36,152
1178,fartlek,5,8.08,147
1178,fartlek,6,8.08,157
1179,tempo,1,7.04,138
1179,tempo,2,7.06,154
1179,tempo,3,7.02,151
1179,tempo,4,6.96,147
1179,tempo,5,7.14,142
1179,tempo,6,6.72,156
1179,tempo,7,7.03,152
1179,tempo,8,6.77,152
1179,tempo,9,6.85,148
1179,tempo,10,7.02,153
1179,tempo,11,7.16,149
1180,fartlek,1,9.36,146
1180,fartlek,2,9.08,151
1180,fartlek,3,8.99,138
1180,fartlek,4,9.27,149
1180,fartlek,5,9.24,149
1180,fartlek,6,8.88,141
1180,fartlek,7,9.05,148
1180,fartlek,8,9.55,152
1180,fartlek,9,9.11,151
1180,fartlek,10,9.16,152
1180,fartlek,11,9.22,152
1180,fartlek,12,9.0,151
1180,fartlek,13,9.26,164
1181,recovery,1,11.22,147
1181,recovery,2,10.89,150
1181,recovery,3,11.1,150
1181,recovery,4,11.05,140
1181,recovery,5,11.15,155
1181,recovery,6,11.1,153
1181,recovery,7,11.04,140
1181,recovery,8,11.11,146
1181,recovery,9,10.94,145
1181,recovery,10,11.28,154
1181,recovery,11,11.32,150
1182,fartlek,1,8.86,143
1182,fartlek,2,8.8,151
1182,fartlek,3,8.32,151
1182,fartlek,4,8.6,143
1182,fartlek,5,8.88,148
1182,fartlek,6,8.33,150
1182,fartlek,7,8.7,154
1182,fartlek,8,8.48,147
1182,fartlek,9,8.32,158
1182,fartlek,10,8.81,156
1182,fartlek,11,8.42,148
1182,fartlek,12,8.48,156
1183,recovery,1,11.1,154
1183,recovery,2,11.33,146
1183,recovery,3,11.24,150
1183,recovery,4,10.93,146
1183,recovery,5,10.6,150
1183,recovery,6,11.65,156
1183,recovery,7,11.22,152
1183,recovery,8,11.26,144
1183,recovery,9,11.03,148
1183,recovery,10,11.12,156
1183,recovery,11,11.67,152
1183,recovery,12,11.72,151
1183,recovery,13,10.87,149
1183,recovery,14,11.25,150
1184,recovery,1,10.73,151
1184,recovery,2,10.54,149
1184,recovery,3,10.68,149
1184,recovery,4,10.67,143
1184,recovery,5,10.79,145
1184,recovery,6,10.48,147
1184,recovery,7,10.96,148
1184,recovery,8,10.29,154
1184,recovery,9,10.57,148
1184,recovery,10,10.56,147
1184,recovery,11,10.48,153
1184,recovery,12,10.2,154
1185,long run,1,10.53,150
1185,long run,2,10.17,151
1185,long run,3,10.44,142
1185,long run,4,10.28,157
1186,easy,1,9.36,152
1186,easy,2,9.36,142
1186,easy,3,9.88,145
1186,easy,4,9.85,148
1186,easy,5,9.81,146
1186,easy,6,9.48,145
1186,easy,7,9.52,148
1186,easy,8,9.27,144
1186,easy,9,9.53,148
1186,easy,10,9.62,146
1186,easy,11,9.89,153
1186,easy,12,9.53,151
1186,easy,13,9.52,151
1186,easy,14,9.65,155
1186,easy,15,9.76,143
1187,fartlek,1,8.38,143
1187,fartlek,2,8.53,141
1187,fartlek,3,8.46,153
1187,fartlek,4,8.59,140
1187,fartlek,5,8.05,148
1187,fartlek,6,8.55,148
1187,fartlek,7,8.4,145
1187,fartlek,8,8.23,144
1187,fartlek,9,8.36,150
1187,fartlek,10,8.97,154
1187,fartlek,11,8.37,158
1187,fartlek,12,8.36,149
1187,fartlek,13,8.51,150
1188,tempo,1,8.17,142
1188,tempo,2,8.19,145
1188,tempo,3,8.5,154
1188,tempo,4,7.93,145
1188,tempo,5,8.02,143
1188,tempo,6,8.54,138
1188,tempo,7,8.14,145
1188,tempo,8,8.15,146
1188,tempo,9,8.17,145
1188,tempo,10,8.2,152
1188,tempo,11,8.17,151
1188,tempo,12,8.29,160
1188,tempo,13,8.51,155
1188,tempo,14,8.1,160
1189,easy,1,9.23,151
1189,easy,2,9.53,144
1189,easy,3,9.18,147
1189,easy,4,9.64,145
1189,easy,5,9.26,146
1189,easy,6,9.56,146
1189,easy,7,9.49,142
1189,easy,8,9.22,154
1189,easy,9,9.65,151
1189,easy,10,9.79,159
1189,easy,11,9.26,157
1189,easy,12,9.28,151
1189,easy,13,9.42,148
1189,easy,14,9.58,164
1190,easy,1,8.58,144
1190,easy,2,8.58,147
1190,easy,3,8.52,143
1190,easy,4,8.48,144
1190,easy,5,8.41,142
1190,easy,6,8.5,149
1191,fartlek,1,8.6,147
1191,fartlek,2,8.41,141
1191,fartlek,3,8.34,143
1191,fartlek,4,8.52,141
1192,fartlek,1,7.8,146
1192,fartlek,2,7.74,151
1192,fartlek,3,8.07,149
1192,fartlek,4,7.92,149
1192,fartlek,5,8.16,146
1192,fartlek,6,8.17,143
1192,fartlek,7,7.91,152
1192,fartlek,8,7.51,149
1193,interval,1,5.33,142
1193,interval,2,8.66,155
1193,interval,3,5.33,147
1193,interval,4,8.66,145
1193,interval,5,5.33,142
1193,interval,6,8.66,142
1193,interval,7,5.33,152
1193,interval,8,8.66,147
1193,interval,9,5.33,149
1193,interval,10,8.66,149
1194,fartlek,1,7.89,147
1194,fartlek,2,7.96,145
1194,fartlek,3,7.75,148
1194,fartlek,4,8.02,153
1194,fartlek,5,7.71,143
1194,fartlek,6,7.86,148
1194,fartlek,7,8.02,145
1194,fartlek,8,7.95,148
1194,fartlek,9,7.62,150
1194,fartlek,10,7.39,147
1194,fartlek,11,8.06,144
1194,fartlek,12,8.09,147
1194,fartlek,13,8.04,156
1194,fartlek,14,7.9,152
1194,fartlek,15,7.9,155
1194,fartlek,16,7.93,157
1195,recovery,1,11.39,142
1195,recovery,2,11.5,140
1195,recovery,3,11.22,149
1195,recovery,4,11.42,147
1195,recovery,5,11.25,145
1195,recovery,6,11.42,143
1195,recovery,7,11.48,161
1195,recovery,8,11.4,135
1195,recovery,9,11.37,147
1195,recovery,10,11.5,149
1195,recovery,11,11.37,157
1196,trail,1,11.38,141
1196,trail,2,11.25,149
1196,trail,3,11.71,145
1196,trail,4,11.42,156
1197,trail,1,12.24,139
1197,trail,2,12.13,156
1197,trail,3,12.05,147
1197,trail,4,12.36,150
1197,trail,5,12.47,148
1197,trail,6,12.12,153
1197,trail,7,12.27,147
1197,trail,8,12.28,144
1197,trail,9,12.36,150
1197,trail,10,12.02,154
1197,trail,11,12.27,151
1197,trail,12,12.63,150
1197,trail,13,12.2,156
1197,trail,14,12.27,150
1197,trail,15,12.26,161
1197,trail,16,12.29,155
1198,long run,1,10.02,147
1198,long run,2,10.52,156
1198,long run,3,10.34,143
1198,long run,4,10.37,144
1198,long run,5,9.99,153
1198,long run,6,10.1,149
1198,long run,7,10.29,143
1198,long run,8,10.03,152
1198,long run,9,10.12,152
1198,long run,10,10.4,149
1198,long run,11,10.13,149
1198,long run,12,10.32,158
1198,long run,13,10.08,149
1198,long run,14,10.37,148
1198,long run,15,10.03,152
1199,easy,1,9.88,148
1199,easy,2,9.82,144
1199,easy,3,9.92,151
1199,easy,4,10.03,150
1199,easy,5,10.24,154
1199,easy,6,10.0,152
1199,easy,7,10.32,150
1200,interval,1,5.01,145
1200,interval,2,8.14,138
1200,interval,3,5.01,145
1200,interval,4,8.14,141
1200,interval,5,5.01,150
1200,interval,6,8.14,153
1200,interval,7,5.01,151
1200,interval,8,8.14,149
1200,interval,9,5.01,149
1200,interval,10,8.14,158
1200,interval,11,5.01,157
1200,interval,12,8.14,148
1200,interval,13,5.01,155
1200,interval,14,8.14,157
1200,interval,15,5.01,155
1200,interval,16,8.14,150
1201,race,1,6.0,152
1201,race,2,5.63,148
1201,race,3,5.87,142
1201,race,4,6.11,137
1201,race,5,6.05,149
1201,race,6,5.85,146
1201,race,7,6.15,149
1201,race,8,6.08,149
1201,race,9,5.87,140
1202,tempo,1,7.13,152
1202,tempo,2,7.25,137
1202,tempo,3,7.23,146
1202,tempo,4,7.36,143
1202,tempo,5,7.41,149
1202,tempo,6,7.44,139
1202,tempo,7,6.87,157
1203,tempo,1,7.42,131
1203,tempo,2,7.16,152
1203,tempo,3,7.65,140
1203,tempo,4,7.05,147
1204,fartlek,1,9.2,146
1204,fartlek,2,9.33,150
1204,fartlek,3,9.44,141
1204,fartlek,4,9.29,153
1204,fartlek,5,9.54,154
1204,fartlek,6,9.42,145
1204,fartlek,7,9.1,158
1204,fartlek,8,9.43,149
1204,fartlek,9,9.27,154
1204,fartlek,10,9.27,149
1205,long run,1,10.32,135
1205,long run,2,10.44,149
1205,long run,3,9.89,144
1205,long run,4,10.32,138
1205,long run,5,10.3,151
1206,recovery,1,11.51,153
1206,recovery,2,11.24,144
1206,recovery,3,11.16,140
1206,recovery,4,11.3,144
1206,recovery,5,11.37,153
1207,tempo,1,7.79,143
1207,tempo,2,7.75,147
1207,tempo,3,7.78,142
1207,tempo,4,7.81,149
1207,tempo,5,7.74,152
1207,tempo,6,7.8,150
1207,tempo,7,7.72,146
1207,tempo,8,7.61,151
1208,fartlek,1,8.62,139
1208,fartlek,2,8.88,143
1208,fartlek,3,8.35,141
1208,fartlek,4,8.62,151
1208,fartlek,5,8.5,154
1208,fartlek,6,8.33,150
1208,fartlek,7,8.33,162
1208,fartlek,8,8.76,152
1208,fartlek,9,8.3,154
1208,fartlek,10,8.64,157
1208,fartlek,11,8.61,149
1208,fartlek,12,8.41,155
1208,fartlek,13,8.75,149
1209,race,1,6.56,145
1209,race,2,6.17,145
1209,race,3,6.38,149
1209,race,4,6.67,142
1209,race,5,5.98,150
1209,race,6,6.47,143
1209,race,7,6.34,160
1209,race,8,6.33,150
1210,race,1,7.44,140
1210,race,2,6.94,151
1210,race,3,7.09,145
1210,race,4,6.81,150
1210,race,5,6.9,148
1210,race,6,6.81,159
1210,race,7,7.25,148
1210,race,8,7.2,140
1210,race,9,7.0,150
1210,race,10,6.99,153
1210,race,11,7.28,155
1210,race,12,7.09,157
1211,interval,1,5.0,152
1211,interval,2,8.07,150
1211,interval,3,5.0,147
1211,interval,4,8.07,143
1211,interval,5,5.0,157
1211,interval,6,8.07,152
1211,interval,7,5.0,147
1211,interval,8,8.07,157
1211,interval,9,5.0,152
1212,race,1,7.58,140
1212,race,2,7.71,148
1212,race,3,8.03,143
1212,race,4,7.62,139
1212,race,5,7.7,146
1212,race,6,7.2,146
1212,race,7,7.83,150
1212,race,8,7.98,149
1213,fartlek,1,9.06,141
1213,fartlek,2,9.14,151
1213,fartlek,3,9.22,151
1213,fartlek,4,9.16,152
1213,fartlek,5,9.06,145
1213,fartlek,6,9.18,142
1213,fartlek,7,9.27,156
1213,fartlek,8,9.35,156
1213,fartlek,9,8.75,141
1213,fartlek,10,9.27,159
1214,trail,1,11.71,144
1214,trail,2,11.52,138
1214,trail,3,11.88,141
1214,trail,4,11.59,144
1214,trail,5,11.59,145
1214,trail,6,11.25,153
1214,trail,7,11.53,148
1214,trail,8,11.48,151
1214,trail,9,11.26,150
1214,trail,10,11.99,158
1215,fartlek,1,9.16,147
1215,fartlek,2,9.0,142
1215,fartlek,3,9.17,144
1215,fartlek,4,8.57,148
1215,fartlek,5,9.25,145
1215,fartlek,6,8.92,153
1215,fartlek,7,9.15,153
1216,long run,1,10.15,146
1216,long run,2,10.39,137
1216,long run,3,10.13,145
1216,long run,4,10.26,147
1216,long run,5,9.75,148
1216,long run,6,10.51,161
1216,long run,7,10.63,148
1217,interval,1,5.0,145
1217,interval,2,8.07,145
1217,interval,3,5.0,142
1218,fartlek,1,7.77,149
1218,fartlek,2,7.45,146
1218,fartlek,3,7.42,141
1218,fartlek,4,7.46,139
1218,fartlek,5,7.33,139
1218,fartlek,6,7.75,153
1218,fartlek,7,7.72,147
1218,fartlek,8,7.66,150
1218,fartlek,9,7.76,146
1218,fartlek,10,7.71,163
1218,fartlek,11,7.74,144
1218,fartlek,12,7.98,154
1219,fartlek,1,8.32,146
1219,fartlek,2,8.26,137
1219,fartlek,3,8.14,136
1219,fartlek,4,8.1,144
1219,fartlek,5,8.73,152
1219,fartlek,6,8.26,149
1220,long run,1,9.82,150
1220,long run,2,9.62,140
1220,long run,3,10.01,143
1220,long run,4,10.01,150
1220,long run,5,9.61,148
1220,long run,6,9.57,148
1220,long run,7,9.72,147
1220,long run,8,9.82,151
1220,long run,9,9.68,158
1220,long run,10,9.94,142
1220,long run,11,9.78,152
1221,fartlek,1,8.23,149
1221,fartlek,2,8.42,123
1221,fartlek,3,8.12,143
1221,fartlek,4,8.33,145
1221,fartlek,5,8.4,143
1221,fartlek,6,8.45,148
1221,fartlek,7,8.83,146
1221,fartlek,8,8.29,141
1221,fartlek,9,8.19,154
1222,trail,1,11.63,136
1222,trail,2,11.72,139
1222,trail,3,12.2,150
1222,trail,4,11.92,141
1222,trail,5,11.83,146
1222,trail,6,12.15,150
1222,trail,7,11.51,154
1222,trail,8,11.42,149
1222,trail,9,11.86,153
1222,trail,10,12.0,146
1223,long run,1,10.11,145
1223,long run,2,10.01,153
1223,long run,3,10.7,144
1223,long run,4,10.66,146
1224,long run,1,9.73,146
1224,long run,2,9.44,144
1224,long run,3,9.85,141
1224,long run,4,10.17,151
1224,long run,5,9.97,141
1224,long run,6,10.07,145
1224,long run,7,9.99,160
1224,long run,8,9.74,154
1225,race,1,6.69,143
1225,race,2,7.1,143
1225,race,3,6.89,154
1225,race,4,7.1,146
1225,race,5,7.08,153
1225,race,6,6.95,142
1225,race,7,7.35,149
1225,race,8,7.31,152
1225,race,9,6.89,157
1225,race,10,7.43,155
1225,race,11,6.89,153
1225,race,12,7.45,156
1226,race,1,6.76,145
1226,race,2,6.74,149
1226,race,3,6.48,150
1226,race,4,6.66,146
1226,race,5,6.79,142
1226,race,6,7.13,147
1226,race,7,6.88,145
1226,race,8,6.69,144
1226,race,9,6.7,154
1226,race,10,6.61,153
1227,easy,1,8.98,146
1227,easy,2,9.1,147
1227,easy,3,9.09,159
1227,easy,4,9.13,143
1227,easy,5,8.89,144
1227,easy,6,9.11,150
1227,easy,7,9.03,147
1227,easy,8,9.19,152
1227,easy,9,9.25,149
1227,easy,10,9.65,150
1227,easy,11,9.3,155
1227,easy,12,9.07,150
1227,easy,13,9.03,152
1227,easy,14,8.85,158
1227,easy,15,8.86,156
1228,tempo,1,7.08,148
1228,tempo,2,7.39,149
1228,tempo,3,7.24,146
1228,tempo,4,7.11,142
1228,tempo,5,7.35,149
1228,tempo,6,7.27,150
1228,tempo,7,7.45,143
1228,tempo,8,7.36,152
1228,tempo,9,7.41,157
1228,tempo,10,7.11,145
1228,tempo,11,7.0,155
1229,long run,1,10.93,148
1229,long run,2,10.29,154
1229,long run,3,10.88,147
1229,long run,4,10.6,144
1229,long run,5,10.57,148
1229,long run,6,11.16,154
1229,long run,7,10.7,148
1229,long run,8,10.58,156
1230,recovery,1,10.56,133
1230,recovery,2,11.23,140
1230,recovery,3,11.0,150
1230,recovery,4,11.14,142
1230,recovery,5,10.99,141
1230,recovery,6,10.94,155
1230,recovery,7,11.08,141
1230,recovery,8,10.9,154
1230,recovery,9,11.29,149
1230,recovery,10,10.92,155
1230,recovery,11,11.29,154
1230,recovery,12,11.05,143
1231,tempo,1,7.29,141
1231,tempo,2,7.42,146
1231,tempo,3,7.4,140
1231,tempo,4,7.29,145
1231,tempo,5,7.11,145
1231,tempo,6,7.44,154
1231,tempo,7,7.51,158
1231,tempo,8,7.41,144
1231,tempo,9,7.3,155
1231,tempo,10,7.27,155
1231,tempo,11,7.16,150
1231,tempo,12,7.39,150
1231,tempo,13,7.38,150
1231,tempo,14,7.51,153
1232,interval,1,5.06,144
1232,interval,2,8.22,143
1232,interval,3,5.06,150
1232,interval,4,8.22,149
1232,interval,5,5.06,147
1232,interval,6,8.22,146
1232,interval,7,5.06,146
1232,interval,8,8.22,152
1232,interval,9,5.06,151
1233,race,1,7.27,148
1233,race,2,7.09,142
1233,race,3,7.37,149
1233,race,4,6.7,147
1233,race,5,6.84,147
1233,race,6,7.46,140
1233,race,7,7.02,147
1233,race,8,7.16,149
1233,race,9,7.35,159
1233,race,10,7.17,150
1233,race,11,7.28,154
1233,race,12,7.22,160
1233,race,13,7.3,148
1233,race,14,7.2,153
1234,race,1,7.93,155
1234,race,2,7.04,154
1234,race,3,7.42,154
1234,race,4,7.57,143
1234,race,5,7.61,150
1234,race,6,7.89,150
1234,race,7,7.31,152
1234,race,8,7.39,150
1234,race,9,7.11,157
1234,race,10,7.47,150
1234,race,11,7.54,154
1235,recovery,1,12.16,153
1235,recovery,2,11.56,144
1235,recovery,3,11.84,146
1235,recovery,4,11.82,147
1235,recovery,5,11.97,150
1236,easy,1,9.83,139
1236,easy,2,10.28,145
1236,easy,3,9.54,151
1236,easy,4,9.67,154
1236,easy,5,10.03,147
1236,easy,6,9.88,143
1236,easy,7,9.8,157
1236,easy,8,10.1,150
1236,easy,9,10.07,141
1236,easy,10,10.16,151
1236,easy,11,9.7,158
1236,easy,12,10.07,147
1236,easy,13,10.07,155
1237,easy,1,9.33,139
1237,easy,2,9.25,139
1237,easy,3,9.44,141
1237,easy,4,9.3,147
1237,easy,5,9.47,151
1237,easy,6,9.27,142
1237,easy,7,9.56,145
1237,easy,8,9.34,154
1237,easy,9,9.1,150
1237,easy,10,9.17,143
1237,easy,11,9.11,153
1238,easy,1,9.74,141
1238,easy,2,10.13,139
1238,easy,3,9.53,139
1238,easy,4,9.9,150
1238,easy,5,9.68,145
1238,easy,6,9.77,161
1238,easy,7,9.55,147
1239,race,1,7.35,146
1239,race,2,6.97,140
1239,race,3,7.07,146
1239,race,4,7.04,142
1239,race,5,7.63,144
1239,race,6,7.6,145
1239,race,7,7.73,152
1239,race,8,6.9,154
1239,race,9,7.07,160
1239,race,10,7.46,156
1239,race,11,7.19,154
1239,race,12,7.48,162
1239,race,13,7.25,155
1239,race,14,7.23,158
1239,race,15,6.98,160
1239,race,16,7.22,157
1240,interval,1,5.18,144
1240,interval,2,8.41,142
1240,interval,3,5.18,144
1240,interval,4,8.41,152
1241,trail,1,10.98,141
1241,trail,2,10.95,145
1241,trail,3,10.66,154
1241,trail,4,11.12,150
1241,trail,5,10.68,149
1242,tempo,1,8.13,147
1242,tempo,2,8.58,144
1242,tempo,3,8.28,144
1242,tempo,4,8.21,157
1242,tempo,5,7.82,144
1242,tempo,6,8.38,150
1243,recovery,1,11.16,147
1243,recovery,2,10.64,151
1243,recovery,3,11.15,154
1243,recovery,4,11.34,147
1243,recovery,5,10.64,152
1243,recovery,6,10.83,143
1243,recovery,7,11.13,147
1243,recovery,8,10.99,147
1243,recovery,9,11.16,156
1243,recovery,10,11.17,160
1243,recovery,11,11.07,168
1243,recovery,12,11.37,158
1243,recovery,13,11.17,160
1243,recovery,14,10.75,146
1243,recovery,15,11.16,147
1243,recovery,16,11.01,152
1244,trail,1,10.97,134
1244,trail,2,11.22,141
1244,trail,3,10.87,149
1244,trail,4,10.74,141
1244,trail,5,10.93,157
1244,trail,6,10.73,153
1244,trail,7,10.76,153
1244,trail,8,10.83,154
1244,trail,9,10.95,153
1244,trail,10,10.54,154
1245,easy,1,10.32,137
1245,easy,2,10.18,142
1245,easy,3,10.5,152
1245,easy,4,10.14,147
1245,easy,5,10.03,150
1246,easy,1,9.3,140
1246,easy,2,9.48,143
1246,easy,3,9.37,143
1246,easy,4,9.45,150
1246,easy,5,9.36,148
1246,easy,6,9.64,149
1246,easy,7,9.7,155
1246,easy,8,9.55,142
1246,easy,9,9.14,159
1246,easy,10,9.27,160
1246,easy,11,9.67,152
1246,easy,12,9.39,151
1246,easy,13,9.39,161
1246,easy,14,9.55,154
1246,easy,15,9.38,157
1246,easy,16,9.12,158
1247,fartlek,1,8.52,142
1247,fartlek,2,8.83,142
1247,fartlek,3,8.56,147
1247,fartlek,4,8.62,154
1247,fartlek,5,8.93,160
1248,interval,1,5.66,150
1248,interval,2,9.19,145
1248,interval,3,5.66,159
1248,interval,4,9.19,148
1248,interval,5,5.66,148
1248,interval,6,9.19,150
1248,interval,7,5.66,151
1249,recovery,1,10.2,141
1249,recovery,2,10.42,149
1249,recovery,3,10.18,148
1249,recovery,4,10.47,145
1249,recovery,5,10.35,149
1249,recovery,6,10.53,146
1249,recovery,7,10.32,151
1249,recovery,8,10.44,148
1249,recovery,9,9.98,153
1249,recovery,10,10.02,159
1249,recovery,11,10.18,146
1249,recovery,12,10.4,150
1250,fartlek,1,8.23,140
1250,fartlek,2,8.34,149
1250,fartlek,3,7.82,148
1250,fartlek,4,8.13,156
1250,fartlek,5,8.18,159
1250,fartlek,6,8.35,152
1251,trail,1,11.47,138
1251,trail,2,11.49,147
1251,trail,3,11.48,146
1251,trail,4,11.45,142
1251,trail,5,11.48,148
1251,trail,6,11.58,154
1251,trail,7,11.81,157
1251,trail,8,11.01,151
1251,trail,9,11.63,152
1251,trail,10,11.4,155
1251,trail,11,11.21,158
1252,interval,1,5.27,146
1252,interval,2,8.57,143
1252,interval,3,5.27,145
1252,interval,4,8.57,144
1252,interval,5,5.27,143
1252,interval,6,8.57,142
1253,easy,1,8.88,154
1253,easy,2,9.13,144
1253,easy,3,9.16,144
1253,easy,4,8.99,148
1253,easy,5,8.9,149
1253,easy,6,9.5,136
1253,easy,7,8.98,153
1253,easy,8,8.95,159
1253,easy,9,8.76,151
1253,easy,10,9.17,151
1254,long run,1,10.54,137
1254,long run,2,10.43,149
1254,long run,3,10.55,150
1254,long run,4,10.56,149
1254,long run,5,10.17,156
1254,long run,6,10.17,147
1254,long run,7,10.14,146
1255,race,1,7.29,127
1255,race,2,6.94,144
1255,race,3,7.45,150
1255,race,4,7.05,140
1255,race,5,7.16,144
1255,race,6,7.09,146
1255,race,7,6.98,148
1255,race,8,7.24,147
1256,easy,1,8.98,151
1256,easy,2,9.15,139
1256,easy,3,9.07,153
1256,easy,4,9.2,152
1256,easy,5,8.95,140
1257,fartlek,1,8.7,141
1257,fartlek,2,8.71,150
1257,fartlek,3,8.74,146
1258,interval,1,5.0,144
1258,interval,2,7.72,143
1258,interval,3,5.0,149
